id,value,cat
10746,5373.0,a
10747,5373.5,b
10748,5374.0,a
10749,5374.5,b
10750,5375.0,a
10751,5375.5,b
10752,5376.0,a
10753,5376.5,b
10754,5377.0,a
10755,5377.5,b
10756,5378.0,a
10757,5378.5,b
10758,5379.0,a
10759,5379.5,b
10760,5380.0,a
10761,5380.5,b
10762,5381.0,a
10763,5381.5,b
10764,5382.0,a
10765,5382.5,b
10766,5383.0,a
10767,5383.5,b
10768,5384.0,a
10769,5384.5,b
10770,5385.0,a
10771,5385.5,b
10772,5386.0,a
10773,5386.5,b
10774,5387.0,a
10775,5387.5,b
10776,5388.0,a
10777,5388.5,b
10778,5389.0,a
10779,5389.5,b
10780,5390.0,a
10781,5390.5,b
10782,5391.0,a
10783,5391.5,b
10784,5392.0,a
10785,5392.5,b
10786,5393.0,a
10787,5393.5,b
10788,5394.0,a
10789,5394.5,b
10790,5395.0,a
10791,5395.5,b
10792,5396.0,a
10793,5396.5,b
10794,5397.0,a
10795,5397.5,b
10796,5398.0,a
10797,5398.5,b
10798,5399.0,a
10799,5399.5,b
10800,5400.0,a
10801,5400.5,b
10802,5401.0,a
10803,5401.5,b
10804,5402.0,a
10805,5402.5,b
10806,5403.0,a
10807,5403.5,b
10808,5404.0,a
10809,5404.5,b
10810,5405.0,a
10811,5405.5,b
10812,5406.0,a
10813,5406.5,b
10814,5407.0,a
10815,5407.5,b
10816,5408.0,a
10817,5408.5,b
10818,5409.0,a
10819,5409.5,b
10820,5410.0,a
10821,5410.5,b
10822,5411.0,a
10823,5411.5,b
10824,5412.0,a
10825,5412.5,b
10826,5413.0,a
10827,5413.5,b
10828,5414.0,a
10829,5414.5,b
10830,5415.0,a
10831,5415.5,b
10832,5416.0,a
10833,5416.5,b
10834,5417.0,a
10835,5417.5,b
10836,5418.0,a
10837,5418.5,b
10838,5419.0,a
10839,5419.5,b
10840,5420.0,a
10841,5420.5,b
10842,5421.0,a
10843,5421.5,b
10844,5422.0,a
10845,5422.5,b
10846,5423.0,a
10847,5423.5,b
10848,5424.0,a
10849,5424.5,b
10850,5425.0,a
10851,5425.5,b
10852,5426.0,a
10853,5426.5,b
10854,5427.0,a
10855,5427.5,b
10856,5428.0,a
10857,5428.5,b
10858,5429.0,a
10859,5429.5,b
10860,5430.0,a
10861,5430.5,b
10862,5431.0,a
10863,5431.5,b
10864,5432.0,a
10865,5432.5,b
10866,5433.0,a
10867,5433.5,b
10868,5434.0,a
10869,5434.5,b
10870,5435.0,a
10871,5435.5,b
10872,5436.0,a
10873,5436.5,b
10874,5437.0,a
10875,5437.5,b
10876,5438.0,a
10877,5438.5,b
10878,5439.0,a
10879,5439.5,b
10880,5440.0,a
10881,5440.5,b
10882,5441.0,a
10883,5441.5,b
10884,5442.0,a
10885,5442.5,b
10886,5443.0,a
10887,5443.5,b
10888,5444.0,a
10889,5444.5,b
10890,5445.0,a
10891,5445.5,b
10892,5446.0,a
10893,5446.5,b
10894,5447.0,a
10895,5447.5,b
10896,5448.0,a
10897,5448.5,b
10898,5449.0,a
10899,5449.5,b
10900,5450.0,a
10901,5450.5,b
10902,5451.0,a
10903,5451.5,b
10904,5452.0,a
10905,5452.5,b
10906,5453.0,a
10907,5453.5,b
10908,5454.0,a
10909,5454.5,b
10910,5455.0,a
10911,5455.5,b
10912,5456.0,a
10913,5456.5,b
10914,5457.0,a
10915,5457.5,b
10916,5458.0,a
10917,5458.5,b
10918,5459.0,a
10919,5459.5,b
10920,5460.0,a
10921,5460.5,b
10922,5461.0,a
10923,5461.5,b
10924,5462.0,a
10925,5462.5,b
10926,5463.0,a
10927,5463.5,b
10928,5464.0,a
10929,5464.5,b
10930,5465.0,a
10931,5465.5,b
10932,5466.0,a
10933,5466.5,b
10934,5467.0,a
10935,5467.5,b
10936,5468.0,a
10937,5468.5,b
10938,5469.0,a
10939,5469.5,b
10940,5470.0,a
10941,5470.5,b
10942,5471.0,a
10943,5471.5,b
10944,5472.0,a
10945,5472.5,b
10946,5473.0,a
10947,5473.5,b
10948,5474.0,a
10949,5474.5,b
10950,5475.0,a
10951,5475.5,b
10952,5476.0,a
10953,5476.5,b
10954,5477.0,a
10955,5477.5,b
10956,5478.0,a
10957,5478.5,b
10958,5479.0,a
10959,5479.5,b
10960,5480.0,a
10961,5480.5,b
10962,5481.0,a
10963,5481.5,b
10964,5482.0,a
10965,5482.5,b
10966,5483.0,a
10967,5483.5,b
10968,5484.0,a
10969,5484.5,b
10970,5485.0,a
10971,5485.5,b
10972,5486.0,a
10973,5486.5,b
10974,5487.0,a
10975,5487.5,b
10976,5488.0,a
10977,5488.5,b
10978,5489.0,a
10979,5489.5,b
10980,5490.0,a
10981,5490.5,b
10982,5491.0,a
10983,5491.5,b
10984,5492.0,a
10985,5492.5,b
10986,5493.0,a
10987,5493.5,b
10988,5494.0,a
10989,5494.5,b
10990,5495.0,a
10991,5495.5,b
10992,5496.0,a
10993,5496.5,b
10994,5497.0,a
10995,5497.5,b
10996,5498.0,a
10997,5498.5,b
10998,5499.0,a
10999,5499.5,b
11000,5500.0,a
11001,5500.5,b
11002,5501.0,a
11003,5501.5,b
11004,5502.0,a
11005,5502.5,b
11006,5503.0,a
11007,5503.5,b
11008,5504.0,a
11009,5504.5,b
11010,5505.0,a
11011,5505.5,b
11012,5506.0,a
11013,5506.5,b
11014,5507.0,a
11015,5507.5,b
11016,5508.0,a
11017,5508.5,b
11018,5509.0,a
11019,5509.5,b
11020,5510.0,a
11021,5510.5,b
11022,5511.0,a
11023,5511.5,b
11024,5512.0,a
11025,5512.5,b
11026,5513.0,a
11027,5513.5,b
11028,5514.0,a
11029,5514.5,b
11030,5515.0,a
11031,5515.5,b
11032,5516.0,a
11033,5516.5,b
11034,5517.0,a
11035,5517.5,b
11036,5518.0,a
11037,5518.5,b
11038,5519.0,a
11039,5519.5,b
11040,5520.0,a
11041,5520.5,b
11042,5521.0,a
11043,5521.5,b
11044,5522.0,a
11045,5522.5,b
11046,5523.0,a
11047,5523.5,b
11048,5524.0,a
11049,5524.5,b
11050,5525.0,a
11051,5525.5,b
11052,5526.0,a
11053,5526.5,b
11054,5527.0,a
11055,5527.5,b
11056,5528.0,a
11057,5528.5,b
11058,5529.0,a
11059,5529.5,b
11060,5530.0,a
11061,5530.5,b
11062,5531.0,a
11063,5531.5,b
11064,5532.0,a
11065,5532.5,b
11066,5533.0,a
11067,5533.5,b
11068,5534.0,a
11069,5534.5,b
11070,5535.0,a
11071,5535.5,b
11072,5536.0,a
11073,5536.5,b
11074,5537.0,a
11075,5537.5,b
11076,5538.0,a
11077,5538.5,b
11078,5539.0,a
11079,5539.5,b
11080,5540.0,a
11081,5540.5,b
11082,5541.0,a
11083,5541.5,b
11084,5542.0,a
11085,5542.5,b
11086,5543.0,a
11087,5543.5,b
11088,5544.0,a
11089,5544.5,b
11090,5545.0,a
11091,5545.5,b
11092,5546.0,a
11093,5546.5,b
11094,5547.0,a
11095,5547.5,b
11096,5548.0,a
11097,5548.5,b
11098,5549.0,a
11099,5549.5,b
11100,5550.0,a
11101,5550.5,b
11102,5551.0,a
11103,5551.5,b
11104,5552.0,a
11105,5552.5,b
11106,5553.0,a
11107,5553.5,b
11108,5554.0,a
11109,5554.5,b
11110,5555.0,a
11111,5555.5,b
11112,5556.0,a
11113,5556.5,b
11114,5557.0,a
11115,5557.5,b
11116,5558.0,a
11117,5558.5,b
11118,5559.0,a
11119,5559.5,b
11120,5560.0,a
11121,5560.5,b
11122,5561.0,a
11123,5561.5,b
11124,5562.0,a
11125,5562.5,b
11126,5563.0,a
11127,5563.5,b
11128,5564.0,a
11129,5564.5,b
11130,5565.0,a
11131,5565.5,b
11132,5566.0,a
11133,5566.5,b
11134,5567.0,a
11135,5567.5,b
11136,5568.0,a
11137,5568.5,b
11138,5569.0,a
11139,5569.5,b
11140,5570.0,a
11141,5570.5,b
11142,5571.0,a
11143,5571.5,b
11144,5572.0,a
11145,5572.5,b
11146,5573.0,a
11147,5573.5,b
11148,5574.0,a
11149,5574.5,b
11150,5575.0,a
11151,5575.5,b
11152,5576.0,a
11153,5576.5,b
11154,5577.0,a
11155,5577.5,b
11156,5578.0,a
11157,5578.5,b
11158,5579.0,a
11159,5579.5,b
11160,5580.0,a
11161,5580.5,b
11162,5581.0,a
11163,5581.5,b
11164,5582.0,a
11165,5582.5,b
11166,5583.0,a
11167,5583.5,b
11168,5584.0,a
11169,5584.5,b
11170,5585.0,a
11171,5585.5,b
11172,5586.0,a
11173,5586.5,b
11174,5587.0,a
11175,5587.5,b
11176,5588.0,a
11177,5588.5,b
11178,5589.0,a
11179,5589.5,b
11180,5590.0,a
11181,5590.5,b
11182,5591.0,a
11183,5591.5,b
11184,5592.0,a
11185,5592.5,b
11186,5593.0,a
11187,5593.5,b
11188,5594.0,a
11189,5594.5,b
11190,5595.0,a
11191,5595.5,b
11192,5596.0,a
11193,5596.5,b
11194,5597.0,a
11195,5597.5,b
11196,5598.0,a
11197,5598.5,b
11198,5599.0,a
11199,5599.5,b
11200,5600.0,a
11201,5600.5,b
11202,5601.0,a
11203,5601.5,b
11204,5602.0,a
11205,5602.5,b
11206,5603.0,a
11207,5603.5,b
11208,5604.0,a
11209,5604.5,b
11210,5605.0,a
11211,5605.5,b
11212,5606.0,a
11213,5606.5,b
11214,5607.0,a
11215,5607.5,b
11216,5608.0,a
11217,5608.5,b
11218,5609.0,a
11219,5609.5,b
11220,5610.0,a
11221,5610.5,b
11222,5611.0,a
11223,5611.5,b
11224,5612.0,a
11225,5612.5,b
11226,5613.0,a
11227,5613.5,b
11228,5614.0,a
11229,5614.5,b
11230,5615.0,a
11231,5615.5,b
11232,5616.0,a
11233,5616.5,b
11234,5617.0,a
11235,5617.5,b
11236,5618.0,a
11237,5618.5,b
11238,5619.0,a
11239,5619.5,b
11240,5620.0,a
11241,5620.5,b
11242,5621.0,a
11243,5621.5,b
11244,5622.0,a
11245,5622.5,b
11246,5623.0,a
11247,5623.5,b
11248,5624.0,a
11249,5624.5,b
11250,5625.0,a
11251,5625.5,b
11252,5626.0,a
11253,5626.5,b
11254,5627.0,a
11255,5627.5,b
11256,5628.0,a
11257,5628.5,b
11258,5629.0,a
11259,5629.5,b
11260,5630.0,a
11261,5630.5,b
11262,5631.0,a
11263,5631.5,b
11264,5632.0,a
11265,5632.5,b
11266,5633.0,a
11267,5633.5,b
11268,5634.0,a
11269,5634.5,b
11270,5635.0,a
11271,5635.5,b
11272,5636.0,a
11273,5636.5,b
11274,5637.0,a
11275,5637.5,b
11276,5638.0,a
11277,5638.5,b
11278,5639.0,a
11279,5639.5,b
11280,5640.0,a
11281,5640.5,b
11282,5641.0,a
11283,5641.5,b
11284,5642.0,a
11285,5642.5,b
11286,5643.0,a
11287,5643.5,b
11288,5644.0,a
11289,5644.5,b
11290,5645.0,a
11291,5645.5,b
11292,5646.0,a
11293,5646.5,b
11294,5647.0,a
11295,5647.5,b
11296,5648.0,a
11297,5648.5,b
11298,5649.0,a
11299,5649.5,b
11300,5650.0,a
11301,5650.5,b
11302,5651.0,a
11303,5651.5,b
11304,5652.0,a
11305,5652.5,b
11306,5653.0,a
11307,5653.5,b
11308,5654.0,a
11309,5654.5,b
11310,5655.0,a
11311,5655.5,b
11312,5656.0,a
11313,5656.5,b
11314,5657.0,a
11315,5657.5,b
11316,5658.0,a
11317,5658.5,b
11318,5659.0,a
11319,5659.5,b
11320,5660.0,a
11321,5660.5,b
11322,5661.0,a
11323,5661.5,b
11324,5662.0,a
11325,5662.5,b
11326,5663.0,a
11327,5663.5,b
11328,5664.0,a
11329,5664.5,b
11330,5665.0,a
11331,5665.5,b
11332,5666.0,a
11333,5666.5,b
11334,5667.0,a
11335,5667.5,b
11336,5668.0,a
11337,5668.5,b
11338,5669.0,a
11339,5669.5,b
11340,5670.0,a
11341,5670.5,b
11342,5671.0,a
11343,5671.5,b
11344,5672.0,a
11345,5672.5,b
11346,5673.0,a
11347,5673.5,b
11348,5674.0,a
11349,5674.5,b
11350,5675.0,a
11351,5675.5,b
11352,5676.0,a
11353,5676.5,b
11354,5677.0,a
11355,5677.5,b
11356,5678.0,a
11357,5678.5,b
11358,5679.0,a
11359,5679.5,b
11360,5680.0,a
11361,5680.5,b
11362,5681.0,a
11363,5681.5,b
11364,5682.0,a
11365,5682.5,b
11366,5683.0,a
11367,5683.5,b
11368,5684.0,a
11369,5684.5,b
11370,5685.0,a
11371,5685.5,b
11372,5686.0,a
11373,5686.5,b
11374,5687.0,a
11375,5687.5,b
11376,5688.0,a
11377,5688.5,b
11378,5689.0,a
11379,5689.5,b
11380,5690.0,a
11381,5690.5,b
11382,5691.0,a
11383,5691.5,b
11384,5692.0,a
11385,5692.5,b
11386,5693.0,a
11387,5693.5,b
11388,5694.0,a
11389,5694.5,b
11390,5695.0,a
11391,5695.5,b
11392,5696.0,a
11393,5696.5,b
11394,5697.0,a
11395,5697.5,b
11396,5698.0,a
11397,5698.5,b
11398,5699.0,a
11399,5699.5,b
11400,5700.0,a
11401,5700.5,b
11402,5701.0,a
11403,5701.5,b
11404,5702.0,a
11405,5702.5,b
11406,5703.0,a
11407,5703.5,b
11408,5704.0,a
11409,5704.5,b
11410,5705.0,a
11411,5705.5,b
11412,5706.0,a
11413,5706.5,b
11414,5707.0,a
11415,5707.5,b
11416,5708.0,a
11417,5708.5,b
11418,5709.0,a
11419,5709.5,b
11420,5710.0,a
11421,5710.5,b
11422,5711.0,a
11423,5711.5,b
11424,5712.0,a
11425,5712.5,b
11426,5713.0,a
11427,5713.5,b
11428,5714.0,a
11429,5714.5,b
11430,5715.0,a
11431,5715.5,b
11432,5716.0,a
11433,5716.5,b
11434,5717.0,a
11435,5717.5,b
11436,5718.0,a
11437,5718.5,b
11438,5719.0,a
11439,5719.5,b
11440,5720.0,a
11441,5720.5,b
11442,5721.0,a
11443,5721.5,b
11444,5722.0,a
11445,5722.5,b
11446,5723.0,a
11447,5723.5,b
11448,5724.0,a
11449,5724.5,b
11450,5725.0,a
11451,5725.5,b
11452,5726.0,a
11453,5726.5,b
11454,5727.0,a
11455,5727.5,b
11456,5728.0,a
11457,5728.5,b
11458,5729.0,a
11459,5729.5,b
11460,5730.0,a
11461,5730.5,b
11462,5731.0,a
11463,5731.5,b
11464,5732.0,a
11465,5732.5,b
11466,5733.0,a
11467,5733.5,b
11468,5734.0,a
11469,5734.5,b
11470,5735.0,a
11471,5735.5,b
11472,5736.0,a
11473,5736.5,b
11474,5737.0,a
11475,5737.5,b
11476,5738.0,a
11477,5738.5,b
11478,5739.0,a
11479,5739.5,b
11480,5740.0,a
11481,5740.5,b
11482,5741.0,a
11483,5741.5,b
11484,5742.0,a
11485,5742.5,b
11486,5743.0,a
11487,5743.5,b
11488,5744.0,a
11489,5744.5,b
11490,5745.0,a
11491,5745.5,b
11492,5746.0,a
11493,5746.5,b
11494,5747.0,a
11495,5747.5,b
11496,5748.0,a
11497,5748.5,b
11498,5749.0,a
11499,5749.5,b
11500,5750.0,a
11501,5750.5,b
11502,5751.0,a
11503,5751.5,b
11504,5752.0,a
11505,5752.5,b
11506,5753.0,a
11507,5753.5,b
11508,5754.0,a
11509,5754.5,b
11510,5755.0,a
11511,5755.5,b
11512,5756.0,a
11513,5756.5,b
11514,5757.0,a
11515,5757.5,b
11516,5758.0,a
11517,5758.5,b
11518,5759.0,a
11519,5759.5,b
11520,5760.0,a
11521,5760.5,b
11522,5761.0,a
11523,5761.5,b
11524,5762.0,a
11525,5762.5,b
11526,5763.0,a
11527,5763.5,b
11528,5764.0,a
11529,5764.5,b
11530,5765.0,a
11531,5765.5,b
11532,5766.0,a
11533,5766.5,b
11534,5767.0,a
11535,5767.5,b
11536,5768.0,a
11537,5768.5,b
11538,5769.0,a
11539,5769.5,b
11540,5770.0,a
11541,5770.5,b
11542,5771.0,a
11543,5771.5,b
11544,5772.0,a
11545,5772.5,b
11546,5773.0,a
11547,5773.5,b
11548,5774.0,a
11549,5774.5,b
11550,5775.0,a
11551,5775.5,b
11552,5776.0,a
11553,5776.5,b
11554,5777.0,a
11555,5777.5,b
11556,5778.0,a
11557,5778.5,b
11558,5779.0,a
11559,5779.5,b
11560,5780.0,a
11561,5780.5,b
11562,5781.0,a
11563,5781.5,b
11564,5782.0,a
11565,5782.5,b
11566,5783.0,a
11567,5783.5,b
11568,5784.0,a
11569,5784.5,b
11570,5785.0,a
11571,5785.5,b
11572,5786.0,a
11573,5786.5,b
11574,5787.0,a
11575,5787.5,b
11576,5788.0,a
11577,5788.5,b
11578,5789.0,a
11579,5789.5,b
11580,5790.0,a
11581,5790.5,b
11582,5791.0,a
11583,5791.5,b
11584,5792.0,a
11585,5792.5,b
11586,5793.0,a
11587,5793.5,b
11588,5794.0,a
11589,5794.5,b
11590,5795.0,a
11591,5795.5,b
11592,5796.0,a
11593,5796.5,b
11594,5797.0,a
11595,5797.5,b
11596,5798.0,a
11597,5798.5,b
11598,5799.0,a
11599,5799.5,b
11600,5800.0,a
11601,5800.5,b
11602,5801.0,a
11603,5801.5,b
11604,5802.0,a
11605,5802.5,b
11606,5803.0,a
11607,5803.5,b
11608,5804.0,a
11609,5804.5,b
11610,5805.0,a
11611,5805.5,b
11612,5806.0,a
11613,5806.5,b
11614,5807.0,a
11615,5807.5,b
11616,5808.0,a
11617,5808.5,b
11618,5809.0,a
11619,5809.5,b
11620,5810.0,a
11621,5810.5,b
11622,5811.0,a
11623,5811.5,b
11624,5812.0,a
11625,5812.5,b
11626,5813.0,a
11627,5813.5,b
11628,5814.0,a
11629,5814.5,b
11630,5815.0,a
11631,5815.5,b
11632,5816.0,a
11633,5816.5,b
11634,5817.0,a
11635,5817.5,b
11636,5818.0,a
11637,5818.5,b
11638,5819.0,a
11639,5819.5,b
11640,5820.0,a
11641,5820.5,b
11642,5821.0,a
11643,5821.5,b
11644,5822.0,a
11645,5822.5,b
11646,5823.0,a
11647,5823.5,b
11648,5824.0,a
11649,5824.5,b
11650,5825.0,a
11651,5825.5,b
11652,5826.0,a
11653,5826.5,b
11654,5827.0,a
11655,5827.5,b
11656,5828.0,a
11657,5828.5,b
11658,5829.0,a
11659,5829.5,b
11660,5830.0,a
11661,5830.5,b
11662,5831.0,a
11663,5831.5,b
11664,5832.0,a
11665,5832.5,b
11666,5833.0,a
11667,5833.5,b
11668,5834.0,a
11669,5834.5,b
11670,5835.0,a
11671,5835.5,b
11672,5836.0,a
11673,5836.5,b
11674,5837.0,a
11675,5837.5,b
11676,5838.0,a
11677,5838.5,b
11678,5839.0,a
11679,5839.5,b
11680,5840.0,a
11681,5840.5,b
11682,5841.0,a
11683,5841.5,b
11684,5842.0,a
11685,5842.5,b
11686,5843.0,a
11687,5843.5,b
11688,5844.0,a
11689,5844.5,b
11690,5845.0,a
11691,5845.5,b
11692,5846.0,a
11693,5846.5,b
11694,5847.0,a
11695,5847.5,b
11696,5848.0,a
11697,5848.5,b
11698,5849.0,a
11699,5849.5,b
11700,5850.0,a
11701,5850.5,b
11702,5851.0,a
11703,5851.5,b
11704,5852.0,a
11705,5852.5,b
11706,5853.0,a
11707,5853.5,b
11708,5854.0,a
11709,5854.5,b
11710,5855.0,a
11711,5855.5,b
11712,5856.0,a
11713,5856.5,b
11714,5857.0,a
11715,5857.5,b
11716,5858.0,a
11717,5858.5,b
11718,5859.0,a
11719,5859.5,b
11720,5860.0,a
11721,5860.5,b
11722,5861.0,a
11723,5861.5,b
11724,5862.0,a
11725,5862.5,b
11726,5863.0,a
11727,5863.5,b
11728,5864.0,a
11729,5864.5,b
11730,5865.0,a
11731,5865.5,b
11732,5866.0,a
11733,5866.5,b
11734,5867.0,a
11735,5867.5,b
11736,5868.0,a
11737,5868.5,b
11738,5869.0,a
11739,5869.5,b
11740,5870.0,a
11741,5870.5,b
11742,5871.0,a
11743,5871.5,b
11744,5872.0,a
11745,5872.5,b
11746,5873.0,a
11747,5873.5,b
11748,5874.0,a
11749,5874.5,b
11750,5875.0,a
11751,5875.5,b
11752,5876.0,a
11753,5876.5,b
11754,5877.0,a
11755,5877.5,b
11756,5878.0,a
11757,5878.5,b
11758,5879.0,a
11759,5879.5,b
11760,5880.0,a
11761,5880.5,b
11762,5881.0,a
11763,5881.5,b
11764,5882.0,a
11765,5882.5,b
11766,5883.0,a
11767,5883.5,b
11768,5884.0,a
11769,5884.5,b
11770,5885.0,a
11771,5885.5,b
11772,5886.0,a
11773,5886.5,b
11774,5887.0,a
11775,5887.5,b
11776,5888.0,a
11777,5888.5,b
11778,5889.0,a
11779,5889.5,b
11780,5890.0,a
11781,5890.5,b
11782,5891.0,a
11783,5891.5,b
11784,5892.0,a
11785,5892.5,b
11786,5893.0,a
11787,5893.5,b
11788,5894.0,a
11789,5894.5,b
11790,5895.0,a
11791,5895.5,b
11792,5896.0,a
11793,5896.5,b
11794,5897.0,a
11795,5897.5,b
11796,5898.0,a
11797,5898.5,b
11798,5899.0,a
11799,5899.5,b
11800,5900.0,a
11801,5900.5,b
11802,5901.0,a
11803,5901.5,b
11804,5902.0,a
11805,5902.5,b
11806,5903.0,a
11807,5903.5,b
11808,5904.0,a
11809,5904.5,b
11810,5905.0,a
11811,5905.5,b
11812,5906.0,a
11813,5906.5,b
11814,5907.0,a
11815,5907.5,b
11816,5908.0,a
11817,5908.5,b
11818,5909.0,a
11819,5909.5,b
11820,5910.0,a
11821,5910.5,b
11822,5911.0,a
11823,5911.5,b
11824,5912.0,a
11825,5912.5,b
11826,5913.0,a
11827,5913.5,b
11828,5914.0,a
11829,5914.5,b
11830,5915.0,a
11831,5915.5,b
11832,5916.0,a
11833,5916.5,b
11834,5917.0,a
11835,5917.5,b
11836,5918.0,a
11837,5918.5,b
11838,5919.0,a
11839,5919.5,b
11840,5920.0,a
11841,5920.5,b
11842,5921.0,a
11843,5921.5,b
11844,5922.0,a
11845,5922.5,b
11846,5923.0,a
11847,5923.5,b
11848,5924.0,a
11849,5924.5,b
11850,5925.0,a
11851,5925.5,b
11852,5926.0,a
11853,5926.5,b
11854,5927.0,a
11855,5927.5,b
11856,5928.0,a
11857,5928.5,b
11858,5929.0,a
11859,5929.5,b
11860,5930.0,a
11861,5930.5,b
11862,5931.0,a
11863,5931.5,b
11864,5932.0,a
11865,5932.5,b
11866,5933.0,a
11867,5933.5,b
11868,5934.0,a
11869,5934.5,b
11870,5935.0,a
11871,5935.5,b
11872,5936.0,a
11873,5936.5,b
11874,5937.0,a
11875,5937.5,b
11876,5938.0,a
11877,5938.5,b
11878,5939.0,a
11879,5939.5,b
11880,5940.0,a
11881,5940.5,b
11882,5941.0,a
11883,5941.5,b
11884,5942.0,a
11885,5942.5,b
11886,5943.0,a
11887,5943.5,b
11888,5944.0,a
11889,5944.5,b
11890,5945.0,a
11891,5945.5,b
11892,5946.0,a
11893,5946.5,b
11894,5947.0,a
11895,5947.5,b
11896,5948.0,a
11897,5948.5,b
11898,5949.0,a
11899,5949.5,b
11900,5950.0,a
11901,5950.5,b
11902,5951.0,a
11903,5951.5,b
11904,5952.0,a
11905,5952.5,b
11906,5953.0,a
11907,5953.5,b
11908,5954.0,a
11909,5954.5,b
11910,5955.0,a
11911,5955.5,b
11912,5956.0,a
11913,5956.5,b
11914,5957.0,a
11915,5957.5,b
11916,5958.0,a
11917,5958.5,b
11918,5959.0,a
11919,5959.5,b
11920,5960.0,a
11921,5960.5,b
11922,5961.0,a
11923,5961.5,b
11924,5962.0,a
11925,5962.5,b
11926,5963.0,a
11927,5963.5,b
11928,5964.0,a
11929,5964.5,b
11930,5965.0,a
11931,5965.5,b
11932,5966.0,a
11933,5966.5,b
11934,5967.0,a
11935,5967.5,b
11936,5968.0,a
11937,5968.5,b
11938,5969.0,a
11939,5969.5,b
11940,5970.0,a
11941,5970.5,b
11942,5971.0,a
11943,5971.5,b
11944,5972.0,a
11945,5972.5,b
11946,5973.0,a
11947,5973.5,b
11948,5974.0,a
11949,5974.5,b
11950,5975.0,a
11951,5975.5,b
11952,5976.0,a
11953,5976.5,b
11954,5977.0,a
11955,5977.5,b
11956,5978.0,a
11957,5978.5,b
11958,5979.0,a
11959,5979.5,b
11960,5980.0,a
11961,5980.5,b
11962,5981.0,a
11963,5981.5,b
11964,5982.0,a
11965,5982.5,b
11966,5983.0,a
11967,5983.5,b
11968,5984.0,a
11969,5984.5,b
11970,5985.0,a
11971,5985.5,b
11972,5986.0,a
11973,5986.5,b
11974,5987.0,a
11975,5987.5,b
11976,5988.0,a
11977,5988.5,b
11978,5989.0,a
11979,5989.5,b
11980,5990.0,a
11981,5990.5,b
11982,5991.0,a
11983,5991.5,b
11984,5992.0,a
11985,5992.5,b
11986,5993.0,a
11987,5993.5,b
11988,5994.0,a
11989,5994.5,b
11990,5995.0,a
11991,5995.5,b
11992,5996.0,a
11993,5996.5,b
11994,5997.0,a
11995,5997.5,b
11996,5998.0,a
11997,5998.5,b
11998,5999.0,a
11999,5999.5,b
12000,6000.0,a
12001,6000.5,b
12002,6001.0,a
12003,6001.5,b
12004,6002.0,a
12005,6002.5,b
12006,6003.0,a
12007,6003.5,b
12008,6004.0,a
12009,6004.5,b
12010,6005.0,a
12011,6005.5,b
12012,6006.0,a
12013,6006.5,b
12014,6007.0,a
12015,6007.5,b
12016,6008.0,a
12017,6008.5,b
12018,6009.0,a
12019,6009.5,b
12020,6010.0,a
12021,6010.5,b
12022,6011.0,a
12023,6011.5,b
12024,6012.0,a
12025,6012.5,b
12026,6013.0,a
12027,6013.5,b
12028,6014.0,a
12029,6014.5,b
12030,6015.0,a
12031,6015.5,b
12032,6016.0,a
12033,6016.5,b
12034,6017.0,a
12035,6017.5,b
12036,6018.0,a
12037,6018.5,b
12038,6019.0,a
12039,6019.5,b
12040,6020.0,a
12041,6020.5,b
12042,6021.0,a
12043,6021.5,b
12044,6022.0,a
12045,6022.5,b
12046,6023.0,a
12047,6023.5,b
12048,6024.0,a
12049,6024.5,b
12050,6025.0,a
12051,6025.5,b
12052,6026.0,a
12053,6026.5,b
12054,6027.0,a
12055,6027.5,b
12056,6028.0,a
12057,6028.5,b
12058,6029.0,a
12059,6029.5,b
12060,6030.0,a
12061,6030.5,b
12062,6031.0,a
12063,6031.5,b
12064,6032.0,a
12065,6032.5,b
12066,6033.0,a
12067,6033.5,b
12068,6034.0,a
12069,6034.5,b
12070,6035.0,a
12071,6035.5,b
12072,6036.0,a
12073,6036.5,b
12074,6037.0,a
12075,6037.5,b
12076,6038.0,a
12077,6038.5,b
12078,6039.0,a
12079,6039.5,b
12080,6040.0,a
12081,6040.5,b
12082,6041.0,a
12083,6041.5,b
12084,6042.0,a
12085,6042.5,b
12086,6043.0,a
12087,6043.5,b
12088,6044.0,a
12089,6044.5,b
12090,6045.0,a
12091,6045.5,b
12092,6046.0,a
12093,6046.5,b
12094,6047.0,a
12095,6047.5,b
12096,6048.0,a
12097,6048.5,b
12098,6049.0,a
12099,6049.5,b
12100,6050.0,a
12101,6050.5,b
12102,6051.0,a
12103,6051.5,b
12104,6052.0,a
12105,6052.5,b
12106,6053.0,a
12107,6053.5,b
12108,6054.0,a
12109,6054.5,b
12110,6055.0,a
12111,6055.5,b
12112,6056.0,a
12113,6056.5,b
12114,6057.0,a
12115,6057.5,b
12116,6058.0,a
12117,6058.5,b
12118,6059.0,a
12119,6059.5,b
12120,6060.0,a
12121,6060.5,b
12122,6061.0,a
12123,6061.5,b
12124,6062.0,a
12125,6062.5,b
12126,6063.0,a
12127,6063.5,b
12128,6064.0,a
12129,6064.5,b
12130,6065.0,a
12131,6065.5,b
12132,6066.0,a
12133,6066.5,b
12134,6067.0,a
12135,6067.5,b
12136,6068.0,a
12137,6068.5,b
12138,6069.0,a
12139,6069.5,b
12140,6070.0,a
12141,6070.5,b
12142,6071.0,a
12143,6071.5,b
12144,6072.0,a
